8 17 2 3
1 14461 40541 1 3
10 18170 65063 1 1
11 13899 63899 0 -1
12 32641 62205 1 2
13 33281 57942 1 6
14 31826 71318 1 3
15 7897 22135 1 2
16 11915 50000 1 8
17 16221 68953 1 7
2 13910 63911 0 5
3 15962 65964 0 2
4 15132 65135 0 7
5 18850 45577 1 2
6 18182 42703 1 7
7 17507 67509 0 5
8 19785 43909 1 5
9 18834 56698 1 3
