8 20 1 3
1 12413 77827 1 6
10 34007 67609 1 8
11 11885 81888 0 5
12 30955 61351 1 4
13 7551 24757 1 4
14 30118 67342 1 2
15 5427 20053 1 2
16 6271 74043 1 2
17 48006 61684 1 7
18 16877 77617 1 3
19 30943 61345 1 3
2 11853 81868 0 4
20 17641 40835 1 3
3 9797 27997 1 8
4 13062 37433 1 6
5 35126 54113 1 2
6 12601 40517 1 7
7 20937 34784 1 2
8 17630 46496 1 4
9 16896 48072 1 8
