8 17 1 3
1 15220 65223 0 3
10 19128 69133 0 3
11 14604 39108 1 8
12 33968 59760 1 7
13 34640 65225 1 2
14 33137 74984 1 7
15 8118 22408 1 2
16 41494 55053 1 6
17 37591 61911 1 8
2 14671 64669 0 -1
3 16892 43736 1 6
4 15916 65920 0 8
5 19871 45432 1 2
6 19146 55635 1 5
7 18457 68463 0 2
8 20778 43658 1 7
9 19852 50228 1 3
