8 17 3 3
1 2106 50029 0 5
10 1058 50036 0 1
11 528 50038 0 -1
12 3657 32766 1 1
13 3641 38538 1 3
14 3136 37656 1 5
15 2623 42103 1 1
16 102 60022 0 6
17 40 23709 1 8
2 1623 50034 0 6
3 1584 50026 0 7
4 1097 50024 0 3
5 565 50019 0 5
6 4148 30486 1 6
7 3157 30790 1 2
8 2656 47240 1 2
9 2143 47280 1 8
