4 20 3 1
1 2120 59444 1 4
10 4641 26869 1 2
11 4637 23574 1 3
12 4138 39477 1 4
13 4133 39725 1 2
14 3635 29865 1 1
15 3630 39410 1 3
16 3130 8930 1 3
17 3125 35743 1 1
18 2627 46966 1 1
19 2617 49734 1 2
2 19 25392 1 4
20 77 60018 0 1
3 2096 59501 1 3
4 1584 60052 0 1
5 1570 60045 0 3
6 1061 60048 0 4
7 1036 59172 1 2
8 531 60040 0 2
9 526 60026 0 4
