4 20 2 1
1 22535 82536 0 1
10 7192 39438 1 3
11 4699 21159 1 3
12 21201 81204 0 3
13 21028 81030 0 3
14 9497 63097 1 3
15 11336 70740 1 4
16 1930 7975 1 3
17 13875 73877 0 4
18 12693 72700 0 3
19 20189 80190 0 4
2 7038 65538 1 1
20 20737 80740 0 4
3 6206 31124 1 4
4 9313 53607 1 2
5 23166 76166 1 2
6 3363 12636 1 4
7 19920 79922 0 4
8 21018 81021 0 1
9 7920 53042 1 4
