8 17 3 3
1 2107 60028 0 8
10 1062 60031 0 5
11 545 60034 0 7
12 4157 33661 1 1
13 3650 42208 1 3
14 3140 40875 1 5
15 2662 42634 1 1
16 2146 40774 1 8
17 37 23738 1 8
2 1626 57811 1 6
3 1587 60022 0 1
4 1104 60025 0 3
5 568 60018 0 2
6 4660 30756 1 6
7 3666 41587 1 7
8 3175 24761 1 2
9 2625 46812 1 2
