8 20 3 3
1 191 42897 1 5
10 1566 28562 1 8
11 1562 31016 1 4
12 70 60018 0 -1
13 77 60017 0 8
14 79 60019 0 4
15 81 60020 0 2
16 123 51336 1 3
17 128 58633 1 1
18 1040 33306 1 1
19 172 46087 1 2
2 14 23745 1 2
20 52 60016 0 -1
3 535 30748 1 3
4 188 46119 1 7
5 147 48181 1 8
6 181 45989 1 6
7 131 48192 1 1
8 145 59016 1 5
9 99 60021 0 3
