8 17 2 3
1 14530 39825 1 8
10 18432 78364 1 8
11 13971 73970 0 8
12 33467 63360 1 2
13 34131 63956 1 5
14 32602 59535 1 8
15 7727 22454 1 2
16 11934 24477 1 6
17 16563 69778 1 3
2 13975 73976 0 2
3 16223 76223 0 3
4 15269 75274 0 6
5 19122 46591 1 2
6 18529 67014 1 1
7 17761 46800 1 3
8 19993 44797 1 5
9 19112 48469 1 6
