8 20 2 3
1 12054 65689 1 3
10 11946 68117 1 5
11 11430 35637 1 6
12 30228 53668 1 2
13 7336 24467 1 4
14 29384 53898 1 6
15 5295 19363 1 2
16 6118 66119 0 4
17 7028 66920 1 2
18 16510 59765 1 8
19 30214 60666 1 1
2 11417 71172 1 6
20 17220 37814 1 2
3 9444 65188 1 4
4 12628 37617 1 8
5 10812 70821 0 8
6 12170 40781 1 3
7 20363 34869 1 4
8 17208 46450 1 5
9 16523 50642 1 4
