4 20 1 1
1 24033 76873 1 3
10 36131 96136 0 3
11 5569 30536 1 4
12 22631 82633 0 4
13 22447 82449 0 2
14 10497 70501 0 4
15 12426 48175 1 3
16 2728 8766 1 3
17 15048 47393 1 4
18 13859 41186 1 4
19 21599 81601 0 4
2 7989 31704 1 3
20 22149 82150 0 4
3 7138 29576 1 2
4 10315 51052 1 2
5 24711 73230 1 2
6 4243 16150 1 4
7 21331 57194 1 3
8 22435 82437 0 3
9 35394 95399 0 2
