8 17 2 3
1 14680 39267 1 6
10 18773 65739 1 1
11 14097 74102 0 3
12 33162 63647 1 8
13 33800 62566 1 5
14 32341 58657 1 6
15 7941 22305 1 2
16 12039 24436 1 8
17 16512 68864 1 2
2 14106 74111 0 2
3 16264 75779 1 3
4 15412 75420 0 8
5 19228 45805 1 2
6 18597 77463 1 6
7 17807 46037 1 3
8 20066 44038 1 5
9 19212 47612 1 8
