8 17 1 3
1 14866 74868 0 3
10 18646 74409 1 3
11 14275 39003 1 6
12 33583 57073 1 5
13 34281 76208 1 5
14 32738 65818 1 8
15 7865 21876 1 2
16 41511 55634 1 3
17 37356 63823 1 2
2 14392 74306 0 6
3 16427 44025 1 8
4 15531 75531 0 2
5 19333 45706 1 2
6 18657 57903 1 6
7 18062 77968 0 8
8 20238 44038 1 3
9 19323 50542 1 7
