8 20 2 3
1 14578 66560 1 1
10 17352 39470 1 8
11 14031 62187 1 8
12 33409 56009 1 5
13 9863 27905 1 4
14 32529 55518 1 4
15 7825 19479 1 2
16 8649 20581 1 8
17 12068 65503 1 5
18 19497 54568 1 2
19 33376 67345 1 3
2 14010 72161 1 2
20 20340 42561 1 4
3 12139 66470 1 4
4 15274 41043 1 5
5 15974 36122 1 3
6 14774 36073 1 6
7 23538 44231 1 6
8 20326 51647 1 3
9 19508 38703 1 2
