4 20 2 1
1 22787 82791 0 3
10 7192 30376 1 3
11 4637 26529 1 4
12 21451 51557 1 2
13 21277 78661 1 4
14 9566 53011 1 3
15 11546 42705 1 4
16 1853 7356 1 3
17 14115 59987 1 3
18 12927 54605 1 4
19 20443 80446 0 3
2 6992 66296 1 1
20 20983 80989 0 1
3 6128 66131 0 3
4 9369 69376 0 4
5 23429 83435 0 1
6 3280 12427 1 4
7 20168 69653 1 3
8 21266 81272 0 4
9 7980 36807 1 2
