8 17 1 3
1 15240 75243 0 6
10 19354 76892 1 3
11 14670 39481 1 8
12 34515 67180 1 7
13 35148 65183 1 2
14 33571 56626 1 6
15 8081 22529 1 2
16 42042 58524 1 3
17 38114 61890 1 8
2 14695 74699 0 8
3 16986 45550 1 7
4 15970 75980 0 5
5 20130 45615 1 2
6 19387 55705 1 5
7 18616 78623 0 2
8 21015 42407 1 6
9 20102 50310 1 3
