4 20 3 1
1 2044 60030 0 1
10 4564 26790 1 2
11 4073 24379 1 4
12 4060 38296 1 3
13 3561 40877 1 2
14 3555 52645 1 1
15 3064 42006 1 4
16 3055 45356 1 3
17 3048 47760 1 2
18 2547 53996 1 4
19 2545 58168 1 2
2 15 24161 1 3
20 66 60011 0 4
3 2042 60028 0 4
4 1543 28631 1 1
5 1540 60023 0 3
6 1036 10988 1 4
7 1034 60022 0 2
8 536 60021 0 2
9 530 60015 0 3
