4 20 2 1
1 23593 62926 1 4
10 10807 70810 0 3
11 5619 28699 1 2
12 22267 77331 1 4
13 22085 75851 1 2
14 10515 66091 1 1
15 12441 30163 1 3
16 4180 9613 1 3
17 14977 58455 1 3
18 13809 62308 1 2
19 21256 81261 0 1
2 7961 50874 1 2
20 21801 81805 0 3
3 7126 67132 0 1
4 10326 70329 0 3
5 24233 84236 0 2
6 4298 16005 1 2
7 20986 43554 1 4
8 22075 79782 1 1
9 11585 51891 1 3
