8 20 1 3
1 13255 73266 0 7
10 35180 64242 1 8
11 12781 72658 0 6
12 32116 53643 1 2
13 8308 26459 1 4
14 31263 67098 1 2
15 6039 20518 1 2
16 6920 66922 0 2
17 49261 64107 1 6
18 17814 47564 1 6
19 32104 63515 1 4
2 12936 72638 0 3
20 18722 40670 1 4
3 10504 28814 1 6
4 13953 39955 1 8
5 36275 64468 1 5
6 13448 55435 1 3
7 21937 34481 1 2
8 18709 46246 1 7
9 17838 49142 1 5
