8 17 2 3
1 14649 39216 1 6
10 18430 65661 1 1
11 14089 74095 0 5
12 32946 60629 1 5
13 33582 64627 1 2
14 32130 59048 1 7
15 7898 22478 1 2
16 12097 50178 1 8
17 16485 76487 0 3
2 14100 74105 0 6
3 16162 76168 0 2
4 15403 75319 0 7
5 19192 45945 1 2
6 18443 43130 1 3
7 17765 69731 1 6
8 20035 44223 1 7
9 19179 59337 1 3
