8 20 2 3
1 14822 74822 0 3
10 17075 42894 1 2
11 14266 74267 0 2
12 33290 64257 1 1
13 9900 23541 1 6
14 32487 61998 1 5
15 7783 19749 1 2
16 8650 16955 1 4
17 11982 25783 1 7
18 19449 52917 1 3
19 33278 58302 1 6
2 14255 74258 0 6
20 20027 40978 1 7
3 12471 30272 1 3
4 15487 38463 1 4
5 16018 67369 1 7
6 15014 75015 0 2
7 23244 37882 1 6
8 20016 54879 1 4
9 19381 64780 1 2
