4 20 3 1
1 2095 60054 0 4
10 4648 28635 1 2
11 4633 22959 1 3
12 4136 40162 1 4
13 4131 36359 1 3
14 3632 32536 1 1
15 3627 46378 1 2
16 3128 9708 1 3
17 3110 38198 1 1
18 2614 48470 1 3
19 2591 48706 1 1
2 12 25554 1 4
20 64 60014 0 4
3 2070 60048 0 2
4 1573 60046 0 1
5 1563 60042 0 3
6 1058 60050 0 2
7 1034 60037 0 1
8 531 60039 0 4
9 524 60031 0 3
