8 20 1 3
1 12928 56066 1 2
10 34829 58453 1 3
11 12534 36838 1 8
12 31697 56674 1 4
13 7748 25469 1 4
14 30658 47339 1 6
15 5565 19878 1 2
16 6423 62627 1 4
17 48839 62569 1 6
18 17308 41273 1 4
19 31656 59102 1 7
2 12521 71997 1 8
20 18143 38209 1 3
3 10056 25676 1 6
4 13502 41614 1 7
5 35910 57287 1 5
6 13022 53984 1 8
7 21826 34425 1 6
8 18124 37574 1 2
9 17324 41288 1 5
